Path	Sample Name	Tissue Category	Phenotype	Cell ID	Total Cells	Tissue Category Area (pixels)	Cell Density (per megapixel)	Cell X Position	Cell Y Position	Process Region ID	Distance from Process Region Edge (pixels)	Category Region ID	Distance from Tissue Category Edge (pixels)	Nucleus Area (pixels)	Nucleus Area (percent)	Nucleus Compactness	Nucleus Minor Axis	Nucleus Major Axis	Nucleus Axis Ratio	"Nucleus DAPI (DAPI) Min (Normalized Counts, Total Weighting)"	"Nucleus DAPI (DAPI) Mean (Normalized Counts, Total Weighting)"	"Nucleus DAPI (DAPI) Max (Normalized Counts, Total Weighting)"	"Nucleus DAPI (DAPI) Std Dev (Normalized Counts, Total Weighting)"	"Nucleus DAPI (DAPI) Total (Normalized Counts, Total Weighting)"	"Nucleus CD4 (Opal 520) Min (Normalized Counts, Total Weighting)"	"Nucleus CD4 (Opal 520) Mean (Normalized Counts, Total Weighting)"	"Nucleus CD4 (Opal 520) Max (Normalized Counts, Total Weighting)"	"Nucleus CD4 (Opal 520) Std Dev (Normalized Counts, Total Weighting)"	"Nucleus CD4 (Opal 520) Total (Normalized Counts, Total Weighting)"	"Nucleus CD20 (Opal 540) Min (Normalized Counts, Total Weighting)"	"Nucleus CD20 (Opal 540) Mean (Normalized Counts, Total Weighting)"	"Nucleus CD20 (Opal 540) Max (Normalized Counts, Total Weighting)"	"Nucleus CD20 (Opal 540) Std Dev (Normalized Counts, Total Weighting)"	"Nucleus CD20 (Opal 540) Total (Normalized Counts, Total Weighting)"	"Nucleus CD8 (Opal 570) Min (Normalized Counts, Total Weighting)"	"Nucleus CD8 (Opal 570) Mean (Normalized Counts, Total Weighting)"	"Nucleus CD8 (Opal 570) Max (Normalized Counts, Total Weighting)"	"Nucleus CD8 (Opal 570) Std Dev (Normalized Counts, Total Weighting)"	"Nucleus CD8 (Opal 570) Total (Normalized Counts, Total Weighting)"	"Nucleus FoxP3 (Opal 620) Min (Normalized Counts, Total Weighting)"	"Nucleus FoxP3 (Opal 620) Mean (Normalized Counts, Total Weighting)"	"Nucleus FoxP3 (Opal 620) Max (Normalized Counts, Total Weighting)"	"Nucleus FoxP3 (Opal 620) Std Dev (Normalized Counts, Total Weighting)"	"Nucleus FoxP3 (Opal 620) Total (Normalized Counts, Total Weighting)"	"Nucleus CD68 (Opal 650) Min (Normalized Counts, Total Weighting)"	"Nucleus CD68 (Opal 650) Mean (Normalized Counts, Total Weighting)"	"Nucleus CD68 (Opal 650) Max (Normalized Counts, Total Weighting)"	"Nucleus CD68 (Opal 650) Std Dev (Normalized Counts, Total Weighting)"	"Nucleus CD68 (Opal 650) Total (Normalized Counts, Total Weighting)"	"Nucleus PanCK (Opal 690) Min (Normalized Counts, Total Weighting)"	"Nucleus PanCK (Opal 690) Mean (Normalized Counts, Total Weighting)"	"Nucleus PanCK (Opal 690) Max (Normalized Counts, Total Weighting)"	"Nucleus PanCK (Opal 690) Std Dev (Normalized Counts, Total Weighting)"	"Nucleus PanCK (Opal 690) Total (Normalized Counts, Total Weighting)"	"Nucleus Autofluorescence Min (Normalized Counts, Total Weighting)"	"Nucleus Autofluorescence Mean (Normalized Counts, Total Weighting)"	"Nucleus Autofluorescence Max (Normalized Counts, Total Weighting)"	"Nucleus Autofluorescence Std Dev (Normalized Counts, Total Weighting)"	"Nucleus Autofluorescence Total (Normalized Counts, Total Weighting)"	Lab ID	Slide ID	TMA Sector	TMA Row	TMA Column	TMA Field	Confidence	inForm 2.4.6781.17769
E:\20190105 UC 2ed\UC 2ed\14-33728\Scan1\MSI	"14-33728_[3964,50202].im3"	Tumor	Treg	all	97	917440	106							9259	1.01%					0.017	4.147	14.419	1.728	38393.784	0	2.549	14.916	1.431	23599.934	0	1.005	28.133	2.686	9309.22	0	0.043	1.104	0.053	402.746	0	0.91	14.281	1.129	8422.071	0	2.06	25.37	2.025	19074.076	0	3.698	26.422	3.24	34244.093	0.351	6.093	14.779	1.117	56418.359		14-33728	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-33728\Scan1\MSI	"14-33728_[3964,50202].im3"	Tumor	All	all	1761	917440	1919.5							259222	28.25%					0	2.932	16.411	1.491	760074.778	0	0.443	14.916	0.753	114731.674	0	0.378	38.72	1.51	97890.453	0	0.049	2.788	0.061	12633.355	0	0.192	14.281	0.449	49869.753	0	0.773	40.148	2.116	200337.9	0	10.128	51.881	6.401	2625516.026	0.351	5.153	15.657	0.981	1335781.399		14-33728	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-33728\Scan1\MSI	"14-33728_[3964,50202].im3"	Empty	CD20	all	0	0	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-33728	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-33728\Scan1\MSI	"14-33728_[3964,50202].im3"	Empty	CD4	all	0	0	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-33728	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-33728\Scan1\MSI	"14-33728_[3964,50202].im3"	Empty	CD68	all	0	0	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-33728	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-33728\Scan1\MSI	"14-33728_[3964,50202].im3"	Empty	CD8	all	0	0	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-33728	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-33728\Scan1\MSI	"14-33728_[3964,50202].im3"	Empty	FoxP3	all	0	0	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-33728	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-33728\Scan1\MSI	"14-33728_[3964,50202].im3"	Empty	others	all	0	0	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-33728	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-33728\Scan1\MSI	"14-33728_[3964,50202].im3"	Empty	Treg	all	0	0	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-33728	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-33728\Scan1\MSI	"14-33728_[3964,50202].im3"	Empty	All	all	0	0	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-33728	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-33728\Scan1\MSI	"14-33728_[3964,50202].im3"	Strama2	CD20	all	405	196032	2066							42331	21.59%					0	3.631	13.149	1.245	153720.358	0	1.094	13.9	1.081	46290.61	0	12.755	50.078	6.743	539922.511	0	0.006	2.342	0.018	237.183	0	0.261	3.199	0.178	11064.997	0	1.473	27.332	1.427	62364.385	0	1.311	18.751	0.761	55513.397	0	6.312	17.401	1.183	267173.571		14-33728	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-33728\Scan1\MSI	"14-33728_[3964,50202].im3"	Strama2	CD4	all	1	196032	5.1							19	0.01%					0.838	2.81	4.027	#N/A	53.384	5.736	8.244	10.593	#N/A	156.628	3.49	6.049	16.311	#N/A	114.936	0	0	0	#N/A	0	0.125	0.193	0.283	#N/A	3.669	0.713	1.307	2.132	#N/A	24.841	0.771	1.404	2.08	#N/A	26.681	3.481	6.245	7.949	#N/A	118.651		14-33728	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-33728\Scan1\MSI	"14-33728_[3964,50202].im3"	Strama2	CD68	all	16	196032	81.6							2466	1.26%					0.216	3.391	8.976	0.69	8363.077	0	0.701	7.963	0.531	1729.503	0	2.558	21.371	1.996	6308.472	0	0.004	0.675	0.009	10.614	0	1.243	9.125	0.629	3064.733	0	7.816	31.688	2.786	19273.262	0	3.525	13.214	0.952	8692.555	2.344	6.171	11.277	0.709	15218.168		14-33728	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-33728\Scan1\MSI	"14-33728_[3964,50202].im3"	Strama2	CD8	all	0	196032	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-33728	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-33728\Scan1\MSI	"14-33728_[3964,50202].im3"	Strama2	FoxP3	all	3	196032	15							387	0.20%					0.124	4.319	9.082	2.539	1671.316	0	0.256	1.986	0.166	98.923	0	0.503	7.244	0.583	194.505	0	0.033	0.798	0.056	12.855	0	0.512	3.155	0.141	198.164	0.493	1.843	6.768	1.397	713.117	0	1.112	6.54	0.471	430.479	2.581	6.797	11.846	2.338	2630.366		14-33728	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-33728\Scan1\MSI	"14-33728_[3964,50202].im3"	Strama2	others	all	75	196032	383							8706	4.44%					0.27	3.243	12.279	1.459	28229.386	0	0.314	5.361	0.216	2731.867	0	1.467	21.88	0.819	12769.634	0	0.027	1.984	0.043	238.35	0	0.297	2.065	0.206	2586.032	0	1.829	16.787	1.63	15920.204	0	1.473	13.534	0.74	12822.51	1.722	5.246	11.304	0.887	45674.816		14-33728	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-33728\Scan1\MSI	"14-33728_[3964,50202].im3"	Strama2	Treg	all	296	196032	1510							30162	15.39%					0	4.046	15.752	1.299	122040.583	0	2.346	24.061	1.633	70768.806	0	4.568	41.651	4.302	137786.125	0	0.025	2.354	0.046	763.037	0	0.495	14.359	0.66	14940.573	0	2.104	25.475	1.956	63471.182	0	1.581	10.346	0.78	47699.748	1.07	5.96	14.177	0.9	179754.821		14-33728	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-33728\Scan1\MSI	"14-33728_[3964,50202].im3"	Strama2	All	all	807	196032	4117							84546	43.13%					0	3.732	15.752	1.3	315526.101	0	1.449	24.061	1.495	122514.561	0	8.272	50.078	7.287	699405.431	0	0.015	2.354	0.035	1268.381	0	0.378	14.359	0.458	31982.002	0	1.923	31.688	1.909	162553.142	0	1.487	18.751	0.826	125717.846	0	6.071	17.401	1.092	513307.159		14-33728	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-33728\Scan1\MSI	"14-33728_[3964,50202].im3"	All	CD20	all	706	2628288	268.6							70351	4.64%					0	3.881	18.072	1.566	273020.748	0	1.038	13.9	1.033	72990.088	0	11.726	50.078	6.689	824948.649	0	0.01	2.919	0.03	707.027	0	0.242	3.849	0.17	16996.054	0	1.226	31.285	1.318	86247.533	0	1.248	19.027	0.874	87828.758	0	6.369	19.129	1.242	448090.42		14-33728	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-33728\Scan1\MSI	"14-33728_[3964,50202].im3"	All	CD4	all	67	2628288	25.5							5121	0.34%					0.187	5.053	14.986	1.836	25878.436	0.563	5.514	24.876	1.994	28239.06	0	0.474	16.311	0.889	2429.669	0	0.164	1.459	0.078	840.072	0	0.162	2.452	0.129	828.102	0	0.651	9.803	0.689	3332.615	0	0.884	5.77	0.464	4526.511	1.025	6.72	15.215	1.114	34411.776		14-33728	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-33728\Scan1\MSI	"14-33728_[3964,50202].im3"	All	CD68	all	96	2628288	36.5							13959	1.52%					0	2.794	9.114	0.884	38999.657	0	0.439	8.902	0.404	6121.122	0	0.698	21.371	1.218	9740.079	0	0.004	0.675	0.006	57.034	0	1.043	9.125	0.484	14554.76	0	7.788	40.148	3.705	108705.983	0	4.164	36.013	3.151	58126.401	1.464	5.728	11.991	0.723	79962.33		14-33728	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-33728\Scan1\MSI	"14-33728_[3964,50202].im3"	All	CD8	all	38	2628288	14.5							3054	0.20%					0.455	5.297	16.951	1.932	16176.404	0	0.848	9.232	1.059	2589.78	0	0.881	37.169	0.967	2691.798	0	0.749	4.42	0.381	2286.042	0	0.334	2.675	0.289	1020.314	0	0.569	9.509	0.867	1736.849	0	0.985	4.392	0.566	3008.145	0.996	6.015	14.804	1.317	18369.597		14-33728	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-33728\Scan1\MSI	"14-33728_[3964,50202].im3"	All	FoxP3	all	218	2628288	82.94							19310	1.27%					0	3.393	15.514	1.894	65519.372	0	0.529	5.158	0.377	10223.372	0	0.968	20.136	1	18690.912	0	0.081	2.129	0.086	1565.547	0	0.507	16.355	0.775	9781.74	0	0.734	27.624	2.367	14175.937	0	0.989	21.383	1.617	19095.261	0	6.597	16.844	1.352	127386.426		14-33728	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-33728\Scan1\MSI	"14-33728_[3964,50202].im3"	All	others	all	3863	2628288	1469.8							483485	31.92%					0	3.239	18.928	1.684	1565890.649	0	0.346	12.993	0.421	167487.73	0	0.395	29.231	0.587	191194.485	0	0.056	3.359	0.076	26919.4	0	0.157	5.619	0.161	75823.248	0	0.643	30.311	1.173	310970.715	0	5.699	51.881	5.647	2755331.101	0	5.335	19.116	1.075	2579453.611		14-33728	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-33728\Scan1\MSI	"14-33728_[3964,50202].im3"	All	Treg	all	1182	2628288	449.72							113197	7.47%					0	4.44	20.302	1.766	502613.426	0	2.316	24.061	1.547	262191.365	0	2.555	41.651	3.561	289204.121	0	0.057	2.4	0.086	6473.217	0	0.5	14.718	0.779	56579.244	0	1.334	25.65	1.651	151059.466	0	1.389	26.422	1.332	157190.47	0	6.127	18.128	1.082	693597.665		14-33728	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-33728\Scan1\MSI	"14-33728_[3964,50202].im3"	All	All	all	6264	2628288	2383.3							712320	47.02%					0	3.513	20.302	1.741	2502113.074	0	0.776	24.876	1.264	552655.615	0	1.89	50.078	4.692	1346145.975	0	0.055	4.42	0.106	39078.972	0	0.248	16.355	0.436	176643.446	0	0.954	40.148	1.73	679854.328	0	4.351	51.881	4.75	3099445.298	0	5.621	19.129	1.171	4003944.247		14-33728	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-37148\Scan1\MSI	"14-37148_[16494,60625].im3"	Strama	CD20	all	498	1960128	254.1							47263	2.41%					0	4.399	21.431	1.726	207923.402	0	0.59	12.597	1.015	27905.006	0	14.46	46.217	5.563	683433.625	0	0.003	3.127	0.022	131.745	0	0.055	4.81	0.093	2600.909	0	0.064	5.258	0.173	3036.599	0	0.018	1.764	0.039	857.047	0	8.073	21.66	1.769	381552.403		14-37148	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-37148\Scan1\MSI	"14-37148_[16494,60625].im3"	Strama	CD4	all	6	1960128	3.1							466	0.02%					0	4.325	13.372	2.121	2015.315	1.293	5.942	12.801	1.313	2769.056	0	5.289	17.392	5.246	2464.905	0	0.049	0.631	0.086	22.812	0	0.068	0.812	0.071	31.876	0	0.092	5.508	0.618	42.816	0	0.046	1.233	0.147	21.564	2.707	6.863	14.352	1.513	3198.351		14-37148	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-37148\Scan1\MSI	"14-37148_[16494,60625].im3"	Strama	CD8	all	53	1960128	27							5041	0.26%					0.247	5.942	17.854	1.918	29955.941	0	0.194	5.015	0.592	977.315	0	0.445	5.685	0.318	2243.874	0	0.897	8.133	0.314	4521.873	0	0.156	3.433	0.137	786.256	0	0.013	1.947	0.115	66.174	0	0.027	1.295	0.073	137.687	0.552	6.561	14.48	1.138	33072.912		14-37148	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-37148\Scan1\MSI	"14-37148_[16494,60625].im3"	Strama	FoxP3	all	45	1960128	23							3882	0.20%					0	4.185	22.786	2.278	16245.183	0	0.358	6.118	0.456	1389.942	0	0.465	14.514	0.706	1804.026	0	0.124	1.091	0.098	483.078	0	1.147	15.756	1.988	4452.552	0	0.014	5.01	0.047	53.694	0	0.094	3.97	0.196	365.788	0	6.825	21.584	1.674	26495.199		14-37148	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-37148\Scan1\MSI	"14-37148_[16494,60625].im3"	Strama	others	all	1486	1960128	758.11							139991	7.14%					0	4.266	22.2	2.121	597193.346	0	0.13	7.808	0.268	18195.8	0	0.532	25.715	1.142	74544.446	0	0.09	4.183	0.153	12573.399	0	0.077	4.847	0.104	10733.379	0	0.108	15.528	0.48	15118.028	0	0.112	7.75	0.279	15690.149	0	6.063	22.712	1.484	848697.881		14-37148	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-37148\Scan1\MSI	"14-37148_[16494,60625].im3"	Strama	Treg	all	246	1960128	125.5							21164	1.08%					0	4.724	20.098	2.09	99978.641	0	1.479	18.127	1.506	31311.125	0	3.819	29.583	4.222	80829.329	0	0.038	3.04	0.065	813.433	0	0.456	17.641	1.163	9653.783	0	0.159	8.838	0.544	3361.614	0	0.081	6.907	0.197	1715.21	0	6.667	20.516	1.596	141102.141		14-37148	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-37148\Scan1\MSI	"14-37148_[16494,60625].im3"	Strama	All	all	2371	1960128	1209.6							219136	11.18%					0	4.375	22.786	2.045	958827.237	0	0.38	18.127	0.884	83206.425	0	3.872	46.217	6.522	848437.685	0	0.086	8.133	0.204	18736.88	0	0.13	17.641	0.501	28379.752	0	0.1	15.528	0.432	21877.248	0	0.086	7.75	0.237	18915.533	0	6.581	22.712	1.722	1442218.88		14-37148	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-37148\Scan1\MSI	"14-37148_[16494,60625].im3"	Tumor	CD20	all	0	156672	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-37148	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-37148\Scan1\MSI	"14-37148_[16494,60625].im3"	Tumor	CD4	all	0	156672	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-37148	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-37148\Scan1\MSI	"14-37148_[16494,60625].im3"	Tumor	CD8	all	0	156672	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-37148	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-37148\Scan1\MSI	"14-37148_[16494,60625].im3"	Tumor	FoxP3	all	2	156672	13							147	0.09%					0.578	3.427	12.311	3.495	503.798	0	0.677	2.949	0.246	99.556	0	0.01	0.489	0.01	1.527	0	0.001	0.065	0.002	0.191	0.226	6.354	16.178	5.275	934.082	0	0.094	1.965	0.102	13.774	1.002	2.738	7.473	1.273	402.449	2.6	7.504	16.468	2.884	1103.063		14-37148	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-37148\Scan1\MSI	"14-37148_[16494,60625].im3"	Tumor	others	all	229	156672	1462							41929	26.76%					0.08	3.396	17.742	1.687	142375.145	0	0.163	5.414	0.191	6829.588	0	0.098	2.368	0.057	4110.903	0	0.035	4.068	0.098	1479.554	0	0.039	3.052	0.133	1625.935	0	0.172	24.518	1.054	7214.141	0	14.199	44.541	8.079	595347.053	1.381	6.346	18.935	1.463	266087.571		14-37148	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-37148\Scan1\MSI	"14-37148_[16494,60625].im3"	Tumor	Treg	all	0	156672	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-37148	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-37148\Scan1\MSI	"14-37148_[16494,60625].im3"	Tumor	All	all	235	156672	1500							42164	26.91%					0.08	3.396	17.742	1.74	143178.418	0	0.164	5.414	0.195	6933.796	0	0.098	2.368	0.058	4113.864	0	0.035	4.068	0.107	1492.373	0	0.061	16.178	0.701	2561.359	0	0.171	24.518	1.042	7229.464	0	14.151	44.541	8.134	596661.76	1.381	6.351	18.935	1.506	267764.368		14-37148	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-37148\Scan1\MSI	"14-37148_[16494,60625].im3"	Empty	CD20	all	0	202176	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-37148	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-37148\Scan1\MSI	"14-37148_[16494,60625].im3"	Empty	CD4	all	0	202176	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-37148	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-37148\Scan1\MSI	"14-37148_[16494,60625].im3"	Empty	CD8	all	0	202176	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-37148	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-37148\Scan1\MSI	"14-37148_[16494,60625].im3"	Empty	FoxP3	all	0	202176	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-37148	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-37148\Scan1\MSI	"14-37148_[16494,60625].im3"	Empty	others	all	1	202176	4.9							42	0.02%					0	1.489	3.604	#N/A	62.544	0	0.037	0.25	#N/A	1.566	0	0.271	0.674	#N/A	11.398	0	0.019	0.135	#N/A	0.812	0	0.032	0.106	#N/A	1.325	0	0.001	0.058	#N/A	0.058	0	0.002	0.031	#N/A	0.079	1.147	2.711	4.19	#N/A	113.856		14-37148	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-37148\Scan1\MSI	"14-37148_[16494,60625].im3"	Empty	Treg	all	0	202176	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-37148	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-37148\Scan1\MSI	"14-37148_[16494,60625].im3"	Empty	All	all	1	202176	4.9							42	0.02%					0	1.489	3.604	#N/A	62.544	0	0.037	0.25	#N/A	1.566	0	0.271	0.674	#N/A	11.398	0	0.019	0.135	#N/A	0.812	0	0.032	0.106	#N/A	1.325	0	0.001	0.058	#N/A	0.058	0	0.002	0.031	#N/A	0.079	1.147	2.711	4.19	#N/A	113.856		14-37148	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-37148\Scan1\MSI	"14-37148_[16494,60625].im3"	Strama2	CD20	all	1462	309312	4726.6							153494	49.62%					0	4.452	20.576	1.445	683317.34	0	1.007	22.561	1.578	154596.13	1.388	16.931	54.789	5.404	2598817.535	0	0.001	3.552	0.008	98.426	0	0.065	3.051	0.071	9941.431	0	0.161	12.995	0.371	24763.553	0	0.033	4.398	0.079	5028.513	0	8.885	40.09	1.807	1363756.126		14-37148	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-37148\Scan1\MSI	"14-37148_[16494,60625].im3"	Strama2	CD4	all	14	309312	45.3							1068	0.35%					0	4.165	11.167	1.263	4448.672	2.405	6.992	17.285	1.103	7467.885	3.227	9.96	28.089	3.194	10637.278	0	0	0.335	0.001	0.465	0	0.075	0.742	0.056	80.095	0	0.03	1.7	0.051	31.627	0	0.009	0.514	0.011	9.405	2.675	8.583	15.494	1.375	9167.053		14-37148	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-37148\Scan1\MSI	"14-37148_[16494,60625].im3"	Strama2	CD8	all	0	309312	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-37148	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-37148\Scan1\MSI	"14-37148_[16494,60625].im3"	Strama2	FoxP3	all	0	309312	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-37148	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-37148\Scan1\MSI	"14-37148_[16494,60625].im3"	Strama2	others	all	16	309312	51.7							1906	0.62%					0	3.796	11.875	1.303	7235.236	0	0.194	2.952	0.166	370.048	1.035	5.251	24.116	2.48	10008.272	0	0.002	0.392	0.008	4.468	0	0.052	0.547	0.053	98.856	0	0.152	3.029	0.336	288.795	0	0.044	1.076	0.073	83.343	1.087	5.911	14.041	1.119	11265.565		14-37148	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-37148\Scan1\MSI	"14-37148_[16494,60625].im3"	Strama2	Treg	all	43	309312	139							3791	1.23%					0.035	4.226	12.467	1.324	16020.96	0	2.396	13.529	1.711	9083.335	1.065	7.679	37.882	3.342	29109.954	0	0.001	1.453	0.005	4.636	0	0.363	11.431	0.874	1377.354	0	0.466	11.896	0.929	1768.083	0	0.118	4.618	0.237	446.12	1.464	7.143	16.48	1.395	27080.057		14-37148	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-37148\Scan1\MSI	"14-37148_[16494,60625].im3"	Strama2	All	all	1541	309312	4982							160532	51.90%					0	4.437	20.576	1.442	712219.832	0	1.069	22.561	1.688	171658.961	1.035	16.531	54.789	5.69	2653820.72	0	0.001	3.552	0.008	107.995	0	0.072	11.431	0.167	11505.891	0	0.167	12.995	0.399	26877.301	0	0.035	4.618	0.088	5572.449	0	8.808	40.09	1.838	1413942.468		14-37148	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-37148\Scan1\MSI	"14-37148_[16494,60625].im3"	All	CD20	all	1960	2628288	745.73							200757	64.90%					0	4.439	21.431	1.521	891240.742	0	0.909	22.561	1.468	182501.136	0	16.349	54.789	5.546	3282251.16	0	0.001	3.552	0.013	230.17	0	0.062	4.81	0.077	12542.34	0	0.138	12.995	0.335	27800.152	0	0.029	4.398	0.072	5885.56	0	8.694	40.09	1.836	1745308.529		14-37148	0	0	0	0		
